locus_tag	ftype	length_bp	gene	EC_number	COG	product
NLJHNOKD_01374	CDS	936	hutG	3.5.3.8		Formimidoylglutamase
NLJHNOKD_01375	CDS	420	fosB	2.5.1.-		Metallothiol transferase FosB
NLJHNOKD_01376	CDS	1758	pyk	2.7.1.40		Pyruvate kinase
NLJHNOKD_01377	CDS	969	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
NLJHNOKD_01378	CDS	945	accA	2.1.3.15		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
NLJHNOKD_01379	CDS	858	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
NLJHNOKD_01380	CDS	1230	ytsJ	1.1.1.40	COG0281	Bifunctional malic/malolactic enzyme
NLJHNOKD_01381	CDS	3198	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
NLJHNOKD_01382	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
NLJHNOKD_01383	CDS	1299				hypothetical protein
NLJHNOKD_01384	CDS	414				hypothetical protein
NLJHNOKD_01385	CDS	690				hypothetical protein
NLJHNOKD_01386	CDS	1056		3.4.-.-		putative peptidase
NLJHNOKD_01387	CDS	1119	ald2	1.4.1.1		Alanine dehydrogenase 2
NLJHNOKD_01388	CDS	501				Putative universal stress protein
NLJHNOKD_01389	CDS	1203	ackA	2.7.2.1		Acetate kinase
NLJHNOKD_01390	CDS	948				hypothetical protein
NLJHNOKD_01391	CDS	495	tpx	1.11.1.24		Thiol peroxidase
NLJHNOKD_01392	CDS	771	yfcA		COG0730	putative membrane transporter protein YfcA
NLJHNOKD_01393	CDS	1224	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
NLJHNOKD_01394	CDS	1167	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
NLJHNOKD_01395	CDS	1695	ezrA			Septation ring formation regulator EzrA
NLJHNOKD_01396	CDS	465	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
NLJHNOKD_01397	CDS	603	rpsD		COG0522	Small ribosomal subunit protein uS4
NLJHNOKD_01398	CDS	744	UgpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
NLJHNOKD_01399	CDS	447				hypothetical protein
NLJHNOKD_01400	CDS	1161		1.12.-.-		Soluble hydrogenase 42 kDa subunit
NLJHNOKD_01401	CDS	1605	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
NLJHNOKD_01402	CDS	1131				hypothetical protein
NLJHNOKD_01403	CDS	1467	nagP		COG1263	PTS system N-acetylglucosamine-specific EIICB component
NLJHNOKD_01404	CDS	618	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
NLJHNOKD_01405	CDS	1275				hypothetical protein
NLJHNOKD_01406	CDS	1263	tyrS	6.1.1.1		Tyrosine--tRNA ligase
NLJHNOKD_01407	CDS	906	mrcA		COG5009	Penicillin-binding protein 1A
NLJHNOKD_01408	CDS	2688	isdH			Iron-regulated surface determinant protein H
NLJHNOKD_01409	CDS	1668	fhs	6.3.4.3		Formate--tetrahydrofolate ligase
NLJHNOKD_01410	CDS	1707	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NLJHNOKD_01411	CDS	633	acuA	2.3.1.-	COG0454	Acetoin utilization protein AcuA
NLJHNOKD_01412	CDS	1170	acuC			Acetoin utilization protein AcuC
NLJHNOKD_01413	CDS	990	ccpA			Catabolite control protein A
NLJHNOKD_01414	CDS	1092	aroA_2		COG1605	Protein AroA(G)
NLJHNOKD_01415	CDS	1041				hypothetical protein
NLJHNOKD_01416	CDS	492				hypothetical protein
NLJHNOKD_01417	CDS	1314	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
NLJHNOKD_01418	CDS	3825				hypothetical protein
NLJHNOKD_01419	CDS	597	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
NLJHNOKD_01420	CDS	858				hypothetical protein
NLJHNOKD_01421	CDS	312	ytpP		COG0526	Thioredoxin-like protein YtpP
NLJHNOKD_01422	CDS	1077	pepA_2	3.4.11.7	COG1363	Glutamyl aminopeptidase
NLJHNOKD_01423	CDS	315				hypothetical protein
NLJHNOKD_01424	CDS	843	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
NLJHNOKD_01425	CDS	645	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
NLJHNOKD_01426	CDS	792	ccrZ	2.7.1.15	COG0510	Cell cycle regulator CcrZ
NLJHNOKD_01427	CDS	849	dat	2.6.1.21		D-alanine aminotransferase
NLJHNOKD_01428	CDS	1410		3.4.13.-		Putative dipeptidase
NLJHNOKD_01429	CDS	423				hypothetical protein
NLJHNOKD_01430	CDS	696	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
NLJHNOKD_01431	CDS	1662	murJ		COG2244	Lipid II flippase MurJ
NLJHNOKD_01432	CDS	1269	aao(So)	1.-.-.-		Aminoacetone oxidase
NLJHNOKD_01433	CDS	6561				hypothetical protein
NLJHNOKD_01434	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
NLJHNOKD_01435	CDS	2418	leuS	6.1.1.4		Leucine--tRNA ligase
NLJHNOKD_01436	CDS	1182	mdtH			Multidrug resistance protein MdtH
NLJHNOKD_01437	CDS	954				hypothetical protein
NLJHNOKD_01438	CDS	564	mnmM_1	2.1.1.61	COG0275	tRNA (mnm(5)s(2)U34)-methyltransferase
NLJHNOKD_01439	CDS	402	rot			HTH-type transcriptional regulator rot
NLJHNOKD_01440	CDS	798				hypothetical protein
NLJHNOKD_01441	CDS	828	ytpA	3.1.1.-	COG2267	Phospholipase YtpA
NLJHNOKD_01442	CDS	1002	putB	1.5.5.2	COG0506	Proline dehydrogenase 2
NLJHNOKD_01443	CDS	465	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
NLJHNOKD_01444	CDS	1182	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
NLJHNOKD_01445	CDS	633	ribE	2.5.1.9	COG0307	Riboflavin synthase
NLJHNOKD_01446	CDS	1044	ribD		COG0117	Riboflavin biosynthesis protein RibD
NLJHNOKD_01447	CDS	1503				hypothetical protein
NLJHNOKD_01448	CDS	315				hypothetical protein
NLJHNOKD_01449	CDS	1293	arsB		COG1055	Arsenical pump membrane protein
NLJHNOKD_01450	CDS	396	arsC	1.20.4.4		Arsenate reductase
NLJHNOKD_01451	CDS	855	atl_3			Bifunctional autolysin
NLJHNOKD_01452	CDS	225				hypothetical protein
NLJHNOKD_01453	CDS	471	sigS		COG1595	RNA polymerase sigma factor SigS
NLJHNOKD_01454	CDS	444				hypothetical protein
NLJHNOKD_01455	CDS	444				hypothetical protein
NLJHNOKD_01456	CDS	636				hypothetical protein
NLJHNOKD_01457	CDS	714	tal	2.2.1.2	COG0176	Transaldolase
NLJHNOKD_01458	CDS	303				hypothetical protein
NLJHNOKD_01459	CDS	366	fluC			Fluoride-specific ion channel FluC
NLJHNOKD_01460	CDS	354	fluC2		COG0239	Fluoride-specific ion channel FluC 2
NLJHNOKD_01461	CDS	351	scn_2			Staphylococcal complement inhibitor
NLJHNOKD_01462	CDS	297		3.5.1.28	COG0860	putative autolysin PH
NLJHNOKD_01463	CDS	492	sak			Staphylokinase
NLJHNOKD_01464	CDS	756				hypothetical protein
NLJHNOKD_01465	CDS	255				hypothetical protein
NLJHNOKD_01466	CDS	375				hypothetical protein
NLJHNOKD_01467	CDS	288				hypothetical protein
NLJHNOKD_01468	CDS	153				hypothetical protein
NLJHNOKD_01469	CDS	3783				hypothetical protein
NLJHNOKD_01470	CDS	1491				hypothetical protein
NLJHNOKD_01471	CDS	4650				hypothetical protein
NLJHNOKD_01472	CDS	447				hypothetical protein
NLJHNOKD_01473	CDS	954				hypothetical protein
NLJHNOKD_01474	CDS	381				hypothetical protein
NLJHNOKD_01475	CDS	378				hypothetical protein
NLJHNOKD_01476	CDS	336				hypothetical protein
NLJHNOKD_01477	CDS	333				hypothetical protein
NLJHNOKD_01478	CDS	159				hypothetical protein
NLJHNOKD_01479	CDS	1248				hypothetical protein
NLJHNOKD_01480	CDS	585				hypothetical protein
NLJHNOKD_01481	CDS	1251				hypothetical protein
NLJHNOKD_01482	CDS	240				hypothetical protein
NLJHNOKD_01483	CDS	1644				hypothetical protein
NLJHNOKD_01484	CDS	468				hypothetical protein
NLJHNOKD_01485	CDS	354				hypothetical protein
NLJHNOKD_01486	CDS	453				hypothetical protein
NLJHNOKD_01487	CDS	489				hypothetical protein
NLJHNOKD_01488	CDS	201				hypothetical protein
NLJHNOKD_01489	CDS	153				hypothetical protein
NLJHNOKD_01490	CDS	201				hypothetical protein
NLJHNOKD_01491	CDS	189				hypothetical protein
NLJHNOKD_01492	CDS	246				hypothetical protein
NLJHNOKD_01493	CDS	537				hypothetical protein
NLJHNOKD_01494	CDS	171				hypothetical protein
NLJHNOKD_01495	CDS	255				hypothetical protein
NLJHNOKD_01496	CDS	243				hypothetical protein
NLJHNOKD_01497	CDS	369				hypothetical protein
NLJHNOKD_01498	CDS	456				hypothetical protein
NLJHNOKD_01499	CDS	219				hypothetical protein
NLJHNOKD_01500	CDS	894				hypothetical protein
NLJHNOKD_01501	CDS	471	ssbA_1		COG0629	Single-stranded DNA-binding protein A
NLJHNOKD_01502	CDS	486				hypothetical protein
NLJHNOKD_01503	CDS	921				hypothetical protein
NLJHNOKD_01504	CDS	1950				hypothetical protein
NLJHNOKD_01505	CDS	264				hypothetical protein
NLJHNOKD_01506	CDS	261				hypothetical protein
NLJHNOKD_01507	CDS	162				hypothetical protein
NLJHNOKD_01508	CDS	321				hypothetical protein
NLJHNOKD_01509	CDS	228				hypothetical protein
NLJHNOKD_01510	CDS	192				hypothetical protein
NLJHNOKD_01511	CDS	357				hypothetical protein
NLJHNOKD_01512	CDS	195				hypothetical protein
NLJHNOKD_01513	CDS	753				hypothetical protein
NLJHNOKD_01514	CDS	309				hypothetical protein
NLJHNOKD_01515	CDS	219				hypothetical protein
NLJHNOKD_01516	CDS	720	lexA_2	3.4.21.88		LexA repressor
NLJHNOKD_01517	CDS	90				hypothetical protein
NLJHNOKD_01518	CDS	183				hypothetical protein
NLJHNOKD_01519	CDS	126				hypothetical protein
NLJHNOKD_01520	CDS	615				hypothetical protein
NLJHNOKD_01521	CDS	1038	xerC_3			Tyrosine recombinase XerC
NLJHNOKD_01522	CDS	825	hlb_1	3.1.4.3	COG3568	Phospholipase C
NLJHNOKD_01523	CDS	1017				putative leukocidin-like protein 1
NLJHNOKD_01524	CDS	1053				putative leukocidin-like protein 2
NLJHNOKD_01525	CDS	1224	dapE	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
NLJHNOKD_01526	CDS	1308	ktrB_2		COG0168	Ktr system potassium uptake protein B
NLJHNOKD_01527	CDS	444				hypothetical protein
NLJHNOKD_01528	CDS	591				hypothetical protein
NLJHNOKD_01529	CDS	693	isp	3.4.21.-	COG1404	Intracellular serine protease
NLJHNOKD_01530	CDS	606				hypothetical protein
NLJHNOKD_01531	CDS	750				hypothetical protein
NLJHNOKD_01532	CDS	363				hypothetical protein
NLJHNOKD_01533	CDS	570				hypothetical protein
NLJHNOKD_01534	CDS	342				hypothetical protein
NLJHNOKD_01535	CDS	528				hypothetical protein
NLJHNOKD_01536	CDS	219				hypothetical protein
NLJHNOKD_01537	CDS	579				hypothetical protein
NLJHNOKD_01538	CDS	342				hypothetical protein
NLJHNOKD_01539	CDS	642				hypothetical protein
NLJHNOKD_01540	CDS	363				hypothetical protein
NLJHNOKD_01541	CDS	1470				hypothetical protein
NLJHNOKD_01542	CDS	870				hypothetical protein
NLJHNOKD_01543	CDS	321				hypothetical protein
NLJHNOKD_01544	CDS	210				hypothetical protein
NLJHNOKD_01545	CDS	147				hypothetical protein
NLJHNOKD_01546	CDS	318				hypothetical protein
NLJHNOKD_01547	CDS	219				hypothetical protein
NLJHNOKD_01548	CDS	675				hypothetical protein
NLJHNOKD_01549	CDS	1173	xerC_4			Tyrosine recombinase XerC
NLJHNOKD_01550	CDS	1617	groEL	5.6.1.7		Chaperonin GroEL
NLJHNOKD_01551	CDS	285	groES			Co-chaperonin GroES
NLJHNOKD_01552	CDS	744	mroQ	3.4.-.-		Membrane-embedded CAAX protease MroQ
NLJHNOKD_01553	CDS	1260				hypothetical protein
NLJHNOKD_01554	CDS	627				hypothetical protein
NLJHNOKD_01555	CDS	786	yafV	3.5.1.3		Omega-amidase YafV
NLJHNOKD_01556	CDS	135				hypothetical protein
NLJHNOKD_01557	CDS	624	agrB	3.4.-.-		Accessory gene regulator protein B
NLJHNOKD_01558	CDS	141				hypothetical protein
NLJHNOKD_01559	CDS	1293				hypothetical protein
NLJHNOKD_01560	CDS	717	agrA			Accessory gene regulator A
NLJHNOKD_01561	CDS	960	scrK	2.7.1.4		Fructokinase
NLJHNOKD_01562	CDS	1485	scrB	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
NLJHNOKD_01563	CDS	951	treR_1		COG1609	HTH-type transcriptional regulator TreR
NLJHNOKD_01564	CDS	1251	nrgA		COG0004	Ammonium transporter
NLJHNOKD_01565	CDS	225	tsuB		COG0425	Putative sulfur carrier protein TsuB
NLJHNOKD_01566	CDS	1080	tsuA		COG2391	Thiosulfate transporter TsuA
NLJHNOKD_01567	CDS	636	rex		COG2344	Redox-sensing transcriptional repressor Rex
NLJHNOKD_01568	CDS	1929	yheS		COG0488	putative ATP-binding protein YheS
NLJHNOKD_01569	CDS	1611	mutS_2			DNA mismatch repair protein MutS
NLJHNOKD_01570	CDS	1026	tsaD	2.3.1.234		tRNA N6-adenosine threonylcarbamoyltransferase
NLJHNOKD_01571	CDS	465	rimI_3	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
NLJHNOKD_01572	CDS	663	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
NLJHNOKD_01573	CDS	495	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
NLJHNOKD_01574	CDS	1689	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
NLJHNOKD_01575	CDS	1770	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
NLJHNOKD_01576	CDS	255				hypothetical protein
NLJHNOKD_01577	CDS	1005	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
NLJHNOKD_01578	CDS	1530	leuA	2.3.3.13		2-isopropylmalate synthase
NLJHNOKD_01579	CDS	1047	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
NLJHNOKD_01580	CDS	1371	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
NLJHNOKD_01581	CDS	573	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
NLJHNOKD_01582	CDS	1269	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
NLJHNOKD_01583	CDS	1389	tcyP		COG1823	L-cystine uptake protein TcyP
NLJHNOKD_01584	CDS	756	nfrA	1.6.-.-	COG0778	NADPH-dependent oxidoreductase
NLJHNOKD_01585	CDS	570	ahpC	1.11.1.26	COG0450	Alkyl hydroperoxide reductase C
NLJHNOKD_01586	CDS	1524	ahpF	1.8.1.-		Alkyl hydroperoxide reductase subunit F
NLJHNOKD_01587	CDS	1620				hypothetical protein
NLJHNOKD_01588	CDS	627				hypothetical protein
NLJHNOKD_01589	CDS	126				hypothetical protein
NLJHNOKD_01590	CDS	387				hypothetical protein
NLJHNOKD_01591	CDS	582	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
NLJHNOKD_01592	CDS	252				hypothetical protein
NLJHNOKD_01593	CDS	264				hypothetical protein
NLJHNOKD_01594	CDS	573				hypothetical protein
NLJHNOKD_01595	CDS	369				hypothetical protein
NLJHNOKD_01596	CDS	120				hypothetical protein
NLJHNOKD_01597	CDS	612	selX			Enterotoxin-like toxin X
NLJHNOKD_01598	CDS	291	xerD_3			Tyrosine recombinase XerD
NLJHNOKD_01599	CDS	975				hypothetical protein
NLJHNOKD_01600	CDS	243	rpsR		COG0238	Small ribosomal subunit protein bS18
NLJHNOKD_01601	CDS	504	ssbA_2		COG0629	Single-stranded DNA-binding protein A
NLJHNOKD_01602	CDS	297	rpsF		COG0360	Small ribosomal subunit protein bS6
NLJHNOKD_01603	CDS	192				hypothetical protein
NLJHNOKD_01604	CDS	1098	ychF		COG0012	Ribosome-binding ATPase YchF
NLJHNOKD_01605	CDS	204				hypothetical protein
NLJHNOKD_01606	CDS	882	mscS		COG0668	Small-conductance mechanosensitive channel
NLJHNOKD_01607	CDS	846	spo0J		COG1475	Stage 0 sporulation protein J
NLJHNOKD_01608	CDS	1104	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
NLJHNOKD_01609	CDS	1161	metC	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
NLJHNOKD_01610	CDS	1842	yitJ		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
NLJHNOKD_01611	CDS	2229	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
NLJHNOKD_01612	CDS	753		3.5.2.20	COG1878	Isatin hydrolase
NLJHNOKD_01613	CDS	1182		2.3.1.9		putative acetyl-CoA acyltransferase
NLJHNOKD_01614	CDS	1134				hypothetical protein
NLJHNOKD_01615	CDS	630				hypothetical protein
NLJHNOKD_01616	CDS	843	uup_3	3.6.1.-		ATP-binding protein Uup
NLJHNOKD_01617	CDS	714				hypothetical protein
NLJHNOKD_01618	CDS	204				hypothetical protein
NLJHNOKD_01619	CDS	390				hypothetical protein
NLJHNOKD_01620	CDS	216	tatAy		COG1826	Sec-independent protein translocase protein TatAy
NLJHNOKD_01621	CDS	570	tatC2		COG0805	Sec-independent protein translocase protein TatCy
NLJHNOKD_01622	CDS	1713				hypothetical protein
NLJHNOKD_01623	CDS	1230	efeB	4.98.1.1	COG2837	Deferrochelatase
NLJHNOKD_01624	CDS	855	efeM		COG2822	Iron uptake system component EfeM
NLJHNOKD_01625	CDS	546	ydaF	2.3.1.-	COG1670	Putative ribosomal N-acetyltransferase YdaF
NLJHNOKD_01626	CDS	996				hypothetical protein
NLJHNOKD_01627	CDS	567		1.5.1.45	COG0431	NAD(P)H-dependent FAD/FMN reductase
NLJHNOKD_01628	CDS	1062	luxA	1.14.14.3		Alkanal monooxygenase alpha chain
NLJHNOKD_01629	CDS	927	mhqA_2	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
NLJHNOKD_01630	CDS	1359	glpT			glycerol-3-phosphate transporter GlpT
NLJHNOKD_01631	CDS	441				hypothetical protein
NLJHNOKD_01632	CDS	1356	mepA			multidrug efflux MATE transporter MepA
NLJHNOKD_01633	CDS	420	slyA_2			Transcriptional regulator SlyA
NLJHNOKD_01634	CDS	1956				hypothetical protein
NLJHNOKD_01635	CDS	444	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
NLJHNOKD_01636	CDS	285				hypothetical protein
NLJHNOKD_01637	CDS	1347	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
NLJHNOKD_01638	CDS	1026	arnA	2.1.2.13		Bifunctional polymyxin resistance protein ArnA
NLJHNOKD_01639	CDS	1023		6.3.1.20		Lipoate--protein ligase 2
NLJHNOKD_01640	CDS	945		2.4.2.-		Protein ADP-ribosyltransferase
NLJHNOKD_01641	CDS	801		3.2.1.-		Protein-ADP-ribose hydrolase
NLJHNOKD_01642	CDS	333				Glycine cleavage system H-like protein
NLJHNOKD_01643	CDS	1068	cmoO_2	1.14.14.-	COG2141	N-acetyl-S-alkylcysteine monooxygenase
NLJHNOKD_01644	CDS	1200		1.-.-.-		putative oxidoreductase
NLJHNOKD_01645	CDS	828				hypothetical protein
NLJHNOKD_01646	CDS	2073	lip2	3.1.1.3	COG1075	Lipase 2
NLJHNOKD_01647	CDS	1362				hypothetical protein
NLJHNOKD_01648	CDS	669	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
NLJHNOKD_01649	CDS	801	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
NLJHNOKD_01650	CDS	861	bglK	2.7.1.85		Beta-glucoside kinase
NLJHNOKD_01651	CDS	882	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
NLJHNOKD_01652	CDS	1533	siaT		COG0591	Sodium/sialic acid symporter SiaT
NLJHNOKD_01653	CDS	1221	nupC_2		COG1972	Nucleoside permease NupC
NLJHNOKD_01654	CDS	924	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
NLJHNOKD_01655	CDS	1119	deoK	2.7.1.15		Deoxyribokinase
NLJHNOKD_01656	CDS	1032				hypothetical protein
NLJHNOKD_01657	CDS	678	hrtA_2	7.6.2.-		Putative hemin import ATP-binding protein HrtA
NLJHNOKD_01658	CDS	1050			COG0577	putative ABC transporter permease
NLJHNOKD_01659	CDS	891	hel		COG2503	Lipoprotein E
NLJHNOKD_01660	CDS	1308	braB_1		COG1114	Branched-chain amino acid permease BraB
NLJHNOKD_01661	CDS	825	focA		COG2116	Formate channel FocA
NLJHNOKD_01662	CDS	399				hypothetical protein
NLJHNOKD_01663	CDS	375				hypothetical protein
NLJHNOKD_01664	CDS	489	essG_1			Type VII secretion system protein EsaG
NLJHNOKD_01665	CDS	501	essG_2			Type VII secretion system protein EsaG
NLJHNOKD_01666	tRNA	83				tRNA-Leu(gag)
NLJHNOKD_01667	CDS	456				Protein SprT-like protein
NLJHNOKD_01668	CDS	2139	yhgF		COG2183	Protein YhgF
NLJHNOKD_01669	CDS	771	sigB		COG1191	RNA polymerase sigma-B factor
NLJHNOKD_01670	CDS	480	rsbW	2.7.11.1		Serine-protein kinase RsbW
NLJHNOKD_01671	CDS	327	rsbV			Anti-sigma-B factor antagonist
NLJHNOKD_01672	CDS	1002	rsbU	3.1.3.3	COG2208	Phosphoserine phosphatase RsbU
NLJHNOKD_01673	CDS	363	mazF	3.1.-.-	COG2337	Endoribonuclease MazF
NLJHNOKD_01674	CDS	171	mazE			Antitoxin MazE
NLJHNOKD_01675	CDS	1149	alr1_1	5.1.1.1		Alanine racemase 1
NLJHNOKD_01676	CDS	360	acpS	2.7.8.7		Holo-[acyl-carrier-protein] synthase
NLJHNOKD_01677	CDS	495				hypothetical protein
NLJHNOKD_01678	CDS	1584				hypothetical protein
NLJHNOKD_01679	CDS	480				hypothetical protein
NLJHNOKD_01680	CDS	561	kdpC2			Potassium-transporting ATPase KdpC subunit 2
NLJHNOKD_01681	CDS	2028	kdpB1	7.2.2.6		Potassium-transporting ATPase ATP-binding subunit 1
NLJHNOKD_01682	CDS	1677	kdpA2			Potassium-transporting ATPase potassium-binding subunit 2
NLJHNOKD_01683	CDS	2658	kdpD	2.7.13.3	COG2205	Sensor histidine kinase KdpD
NLJHNOKD_01684	CDS	696	kdpE		COG0745	Transcriptional regulatory protein KdpE
NLJHNOKD_01685	CDS	1521	cshA_2	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshA
NLJHNOKD_01686	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NLJHNOKD_01687	CDS	1071	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
NLJHNOKD_01688	CDS	1203	rodA	2.4.99.28	COG0772	Peptidoglycan glycosyltransferase RodA
NLJHNOKD_01689	CDS	138				hypothetical protein
NLJHNOKD_01690	CDS	210				hypothetical protein
NLJHNOKD_01691	CDS	294				hypothetical protein
NLJHNOKD_01692	CDS	1485	cls_2			cardiolipin synthase Cls
NLJHNOKD_01693	CDS	648	yedJ		COG1418	putative protein YedJ
NLJHNOKD_01694	CDS	873	yidC			Membrane protein insertase YidC
NLJHNOKD_01695	CDS	642	thiE	2.5.1.3		Thiamine-phosphate synthase
NLJHNOKD_01696	CDS	792	thiM	2.7.1.50		Hydroxyethylthiazole kinase
NLJHNOKD_01697	CDS	831	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
NLJHNOKD_01698	CDS	690	tenA	3.5.99.2		Aminopyrimidine aminohydrolase
NLJHNOKD_01699	CDS	696	sceD	3.2.-.-		putative transglycosylase SceD
NLJHNOKD_01700	CDS	396	ssbA_3		COG0629	Single-stranded DNA-binding protein A
NLJHNOKD_01701	CDS	441				hypothetical protein
NLJHNOKD_01702	CDS	441	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
NLJHNOKD_01703	CDS	1266	murA			UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA
NLJHNOKD_01704	CDS	234				hypothetical protein
NLJHNOKD_01705	CDS	405	atpC			ATP synthase epsilon chain
NLJHNOKD_01706	CDS	1413	atpD	7.1.2.2		ATP synthase subunit beta
NLJHNOKD_01707	CDS	867	atpG			ATP synthase gamma chain
NLJHNOKD_01708	CDS	1509	atpA	7.1.2.2		ATP synthase subunit alpha
NLJHNOKD_01709	CDS	540	atpH			ATP synthase subunit delta
NLJHNOKD_01710	CDS	522	atpF			ATP synthase subunit b
NLJHNOKD_01711	CDS	213	atpE			ATP synthase subunit c
NLJHNOKD_01712	CDS	729	atpB			ATP synthase subunit a
NLJHNOKD_01713	CDS	354				hypothetical protein
NLJHNOKD_01714	CDS	1128	mnaA_2	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
NLJHNOKD_01715	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
NLJHNOKD_01716	CDS	1239	glyA	2.1.2.1		Serine hydroxymethyltransferase
NLJHNOKD_01717	CDS	525				hypothetical protein
NLJHNOKD_01718	CDS	420	ptpB	3.1.3.48		Low molecular weight protein-tyrosine-phosphatase PtpB
NLJHNOKD_01719	CDS	1047	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
NLJHNOKD_01720	CDS	837	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
NLJHNOKD_01721	CDS	1077	prfA		COG0216	Peptide chain release factor 1
NLJHNOKD_01722	CDS	600	tdk	2.7.1.21		Thymidine kinase
NLJHNOKD_01723	CDS	255	rpmE2		COG0254	Large ribosomal subunit protein bL31B
NLJHNOKD_01724	CDS	1317	rho	3.6.4.-	COG1158	Transcription termination factor Rho
NLJHNOKD_01725	CDS	1428		1.2.1.3		Putative aldehyde dehydrogenase
NLJHNOKD_01726	CDS	336	yodB		COG1733	HTH-type transcriptional regulator YodB
NLJHNOKD_01727	CDS	1260	murA2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
NLJHNOKD_01728	CDS	861	fba	4.1.2.13		Fructose-bisphosphate aldolase
NLJHNOKD_01729	CDS	522				hypothetical protein
NLJHNOKD_01730	CDS	1611	pyrG	6.3.4.2		CTP synthase
NLJHNOKD_01731	CDS	531	rpoE		COG3343	putative DNA-directed RNA polymerase subunit delta
NLJHNOKD_01732	CDS	861	rimI_4	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
NLJHNOKD_01733	CDS	804	coaW	2.7.1.33	COG5146	Type II pantothenate kinase
NLJHNOKD_01734	CDS	672				hypothetical protein
NLJHNOKD_01735	CDS	1194		6.3.2.-	COG1181	L-aspartate--L-methionine ligase
NLJHNOKD_01736	CDS	1185	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
NLJHNOKD_01737	CDS	471	luxS	4.4.1.21		S-ribosylhomocysteine lyase
